,game_id,season,week,team,opponent,score,home,ewma_dynamic_window_rushing_offense_team,ewma_dynamic_window_passing_offense_team,ewma_dynamic_window_rushing_defense_team,ewma_dynamic_window_passing_defense_team,ewma_dynamic_window_rushing_offense_opp,ewma_dynamic_window_passing_offense_opp,ewma_dynamic_window_rushing_defense_opp,ewma_dynamic_window_passing_defense_opp,team_id,rest_differential,windy,div_game,spread_line,total_line,game_type,location,total,implied_points
543,2004_01_DAL_MIN,2004,1,DAL,MIN,17,0,-0.0576393201153303,-0.1880849462712654,-0.1711082893419943,-0.0258051180602085,0.0605495096677002,0.1095970501183594,-0.0514354622254333,-0.0425732019913186,2004_01_DAL_MIN_A,0,0,0,-6.5,44.0,REG,Home,52.0,18.75
544,2004_01_DET_CHI,2004,1,CHI,DET,16,1,-0.0117764663782358,-0.1807960904833919,-0.1023970190227105,0.0372121224631836,-0.1547755561200917,-0.1761935570942309,-0.0419570731539566,0.0495904423056316,2004_01_DET_CHI_H,0,0,1,1.5,38.5,REG,Home,36.0,20.0
545,2004_01_DET_CHI,2004,1,DET,CHI,20,0,-0.1547755561200917,-0.1761935570942309,-0.0419570731539566,0.0495904423056316,-0.0117764663782358,-0.1807960904833919,-0.1023970190227105,0.0372121224631836,2004_01_DET_CHI_A,0,0,1,-1.5,38.5,REG,Home,36.0,18.5
546,2004_01_GB_CAR,2004,1,CAR,GB,14,1,-0.0684521750362096,0.1194552942582941,-0.0773783748754193,-0.1354240030383831,0.0234189261098535,0.129815025768934,-0.0265913043174596,-0.1768066447996003,2004_01_GB_CAR_H,0,0,0,3.0,43.5,REG,Home,38.0,23.25
547,2004_01_GB_CAR,2004,1,GB,CAR,24,0,0.0234189261098535,0.129815025768934,-0.0265913043174596,-0.1768066447996003,-0.0684521750362096,0.1194552942582941,-0.0773783748754193,-0.1354240030383831,2004_01_GB_CAR_A,0,0,0,-3.0,43.5,REG,Home,38.0,20.25
548,2004_01_IND_NE,2004,1,NE,IND,27,1,-0.0944978234450549,0.0880488969496809,0.0182378857461906,-0.1682427658028974,0.026661397984479,0.2516426290097768,0.0718643135648066,0.0493312198823294,2004_01_IND_NE_H,0,1,0,3.0,44.5,REG,Home,51.0,23.75
549,2004_01_IND_NE,2004,1,IND,NE,24,0,0.026661397984479,0.2516426290097768,0.0718643135648066,0.0493312198823294,-0.0944978234450549,0.0880488969496809,0.0182378857461906,-0.1682427658028974,2004_01_IND_NE_A,0,1,0,-3.0,44.5,REG,Home,51.0,20.75
550,2004_01_JAX_BUF,2004,1,BUF,JAX,10,1,-0.074553135458281,-0.2936328635327052,-0.0900516457553583,-0.1153399722853105,0.0315438251147012,-0.0599700117775964,-0.2257519425771715,0.0987502288255259,2004_01_JAX_BUF_H,0,0,0,3.0,35.0,REG,Home,23.0,19.0
551,2004_01_JAX_BUF,2004,1,JAX,BUF,13,0,0.0315438251147012,-0.0599700117775964,-0.2257519425771715,0.0987502288255259,-0.074553135458281,-0.2936328635327052,-0.0900516457553583,-0.1153399722853105,2004_01_JAX_BUF_A,0,0,0,-3.0,35.0,REG,Home,23.0,16.0
552,2004_01_KC_DEN,2004,1,DEN,KC,34,1,0.0887655090399706,0.0011823411573406,-0.0733222490746986,0.0997698459546528,0.1370931367093162,0.2225095569441825,0.1000084259268966,0.1793272422094874,2004_01_KC_DEN_H,0,0,1,3.0,48.5,REG,Home,58.0,25.75
553,2004_01_KC_DEN,2004,1,KC,DEN,24,0,0.1370931367093162,0.2225095569441825,0.1000084259268966,0.1793272422094874,0.0887655090399706,0.0011823411573406,-0.0733222490746986,0.0997698459546528,2004_01_KC_DEN_A,0,0,1,-3.0,48.5,REG,Home,58.0,22.75
554,2004_01_NYG_PHI,2004,1,PHI,NYG,31,1,0.090693102149971,0.0007101250197329,0.0828619625062101,-0.0507124376233118,-0.1620853453945392,-0.2438450455065769,-0.1025722319718261,0.150179526748035,2004_01_NYG_PHI_H,0,0,1,9.5,41.5,REG,Home,48.0,25.5
555,2004_01_NYG_PHI,2004,1,NYG,PHI,17,0,-0.1620853453945392,-0.2438450455065769,-0.1025722319718261,0.150179526748035,0.090693102149971,0.0007101250197329,0.0828619625062101,-0.0507124376233118,2004_01_NYG_PHI_A,0,0,1,-9.5,41.5,REG,Home,48.0,16.0
556,2004_01_OAK_PIT,2004,1,PIT,LV,24,1,-0.1807413241628585,-0.0104361781613474,-0.1161359341929519,-0.0743557928632635,-0.0187634717115051,-0.3230360462870097,0.030107005842967,0.0686682938104851,2004_01_OAK_PIT_H,0,0,0,3.5,41.5,REG,Home,45.0,22.5
557,2004_01_OAK_PIT,2004,1,LV,PIT,21,0,-0.0187634717115051,-0.3230360462870097,0.030107005842967,0.0686682938104851,-0.1807413241628585,-0.0104361781613474,-0.1161359341929519,-0.0743557928632635,2004_01_OAK_PIT_A,0,0,0,-3.5,41.5,REG,Home,45.0,19.0
558,2004_01_SD_HOU,2004,1,HOU,LAC,20,1,-0.0889154994988189,-0.2276704633673259,-0.0318109690739994,0.0497692207566603,0.0675650476765559,-0.1303931488005943,0.0208555525331292,0.0239099815112883,2004_01_SD_HOU_H,0,0,0,4.5,44.0,REG,Home,47.0,24.25
559,2004_01_SD_HOU,2004,1,LAC,HOU,27,0,0.0675650476765559,-0.1303931488005943,0.0208555525331292,0.0239099815112883,-0.0889154994988189,-0.2276704633673259,-0.0318109690739994,0.0497692207566603,2004_01_SD_HOU_A,0,0,0,-4.5,44.0,REG,Home,47.0,19.75
560,2004_01_SEA_NO,2004,1,NO,SEA,7,1,-0.1806495180915732,0.0914828015651826,-0.0273030098926916,-0.070789597674054,-0.0388490404856322,0.1042881274227998,-0.1487599624258962,0.1047169790363098,2004_01_SEA_NO_H,0,0,0,-2.5,45.0,REG,Home,28.0,21.25
561,2004_01_SEA_NO,2004,1,SEA,NO,21,0,-0.0388490404856322,0.1042881274227998,-0.1487599624258962,0.1047169790363098,-0.1806495180915732,0.0914828015651826,-0.0273030098926916,-0.070789597674054,2004_01_SEA_NO_A,0,0,0,2.5,45.0,REG,Home,28.0,23.75
562,2004_01_TB_WAS,2004,1,WAS,TB,16,1,-0.0614777798709369,-0.1099995561706222,0.0370184414353608,0.0422492647793993,-0.0722226626874838,-0.0125572792590034,-0.1465535307363706,-0.0054172049092526,2004_01_TB_WAS_H,0,0,0,2.5,38.5,REG,Home,26.0,20.5
563,2004_01_TB_WAS,2004,1,TB,WAS,10,0,-0.0722226626874838,-0.0125572792590034,-0.1465535307363706,-0.0054172049092526,-0.0614777798709369,-0.1099995561706222,0.0370184414353608,0.0422492647793993,2004_01_TB_WAS_A,0,0,0,-2.5,38.5,REG,Home,26.0,18.0
564,2004_01_TEN_MIA,2004,1,MIA,TEN,7,1,-0.0689630719828058,-0.0944495826968341,-0.0971230764898667,-0.0960200571789497,-0.0379965127075171,0.0711313312066253,-0.1236163624588639,-0.0728141560789115,2004_01_TEN_MIA_H,0,0,0,-3.0,38.0,REG,Home,24.0,17.5
565,2004_01_TEN_MIA,2004,1,TEN,MIA,17,0,-0.0379965127075171,0.0711313312066253,-0.1236163624588639,-0.0728141560789115,-0.0689630719828058,-0.0944495826968341,-0.0971230764898667,-0.0960200571789497,2004_01_TEN_MIA_A,0,0,0,3.0,38.0,REG,Home,24.0,20.5
566,2004_02_BUF_OAK,2004,2,LV,BUF,13,1,-0.0496474717650817,-0.2443438464249082,0.0300075884699695,0.0345246059967876,-0.1163210283031712,-0.2285011356927232,-0.1046302682946868,-0.1349132919154851,2004_02_BUF_OAK_H,0,0,0,3.5,37.5,REG,Home,23.0,20.5
567,2004_02_BUF_OAK,2004,2,BUF,LV,10,0,-0.1163210283031712,-0.2285011356927232,-0.1046302682946868,-0.1349132919154851,-0.0496474717650817,-0.2443438464249082,0.0300075884699695,0.0345246059967876,2004_02_BUF_OAK_A,0,0,0,-3.5,37.5,REG,Home,23.0,17.0
568,2004_02_CAR_KC,2004,2,KC,CAR,17,1,0.188415477241302,0.1380860321875507,0.076688318071153,0.1660791362731171,-0.1670745675109051,0.125878037823904,-0.0613357591802178,-0.0251199931157292,2004_02_CAR_KC_H,1,0,0,7.0,46.0,REG,Home,45.0,26.5
569,2004_02_CAR_KC,2004,2,CAR,KC,28,0,-0.1670745675109051,0.125878037823904,-0.0613357591802178,-0.0251199931157292,0.188415477241302,0.1380860321875507,0.076688318071153,0.1660791362731171,2004_02_CAR_KC_A,-1,0,0,-7.0,46.0,REG,Home,45.0,19.5
570,2004_02_CHI_GB,2004,2,GB,CHI,10,1,0.0208406074648526,0.1916281160721925,-0.1337330419149312,-0.115253504564213,-0.0169105708536957,-0.1872456544337136,-0.1322033435369041,0.0334859012188584,2004_02_CHI_GB_H,-1,0,1,9.0,41.0,REG,Home,31.0,25.0
571,2004_02_CHI_GB,2004,2,CHI,GB,21,0,-0.0169105708536957,-0.1872456544337136,-0.1322033435369041,0.0334859012188584,0.0208406074648526,0.1916281160721925,-0.1337330419149312,-0.115253504564213,2004_02_CHI_GB_A,1,0,1,-9.0,41.0,REG,Home,31.0,16.0
572,2004_02_CLE_DAL,2004,2,DAL,CLE,19,1,-0.0691007330806654,-0.1234427962241874,-0.1157212569124786,0.125187866008174,-0.1145846230799323,-0.1338378239424885,-0.0158529219086008,-0.0684012367081341,2004_02_CLE_DAL_H,0,0,0,4.5,38.0,REG,Home,31.0,21.25
573,2004_02_CLE_DAL,2004,2,CLE,DAL,12,0,-0.1145846230799323,-0.1338378239424885,-0.0158529219086008,-0.0684012367081341,-0.0691007330806654,-0.1234427962241874,-0.1157212569124786,0.125187866008174,2004_02_CLE_DAL_A,0,0,0,-4.5,38.0,REG,Home,31.0,16.75
574,2004_02_DEN_JAX,2004,2,JAX,DEN,7,1,-0.0058974149764158,-0.0899540993573296,-0.2390911408604042,0.0901053224686555,0.0675462829580662,0.021222871923254,0.0173188779763837,0.0382817946465579,2004_02_DEN_JAX_H,0,0,0,-3.0,38.0,REG,Home,13.0,17.5
575,2004_02_DEN_JAX,2004,2,DEN,JAX,6,0,0.0675462829580662,0.021222871923254,0.0173188779763837,0.0382817946465579,-0.0058974149764158,-0.0899540993573296,-0.2390911408604042,0.0901053224686555,2004_02_DEN_JAX_A,0,0,0,3.0,38.0,REG,Home,13.0,20.5
576,2004_02_HOU_DET,2004,2,DET,HOU,28,1,-0.1747335659478009,-0.1397948263137017,-0.041416561089368,-0.0001768468078811,-0.1132696455920694,-0.1675062307739815,-0.0292980157026679,0.121657849940077,2004_02_HOU_DET_H,0,0,0,3.0,43.5,REG,Home,44.0,23.25
577,2004_02_HOU_DET,2004,2,HOU,DET,16,0,-0.1132696455920694,-0.1675062307739815,-0.0292980157026679,0.121657849940077,-0.1747335659478009,-0.1397948263137017,-0.041416561089368,-0.0001768468078811,2004_02_HOU_DET_A,0,0,0,-3.0,43.5,REG,Home,44.0,20.25
578,2004_02_IND_TEN,2004,2,TEN,IND,17,1,-0.0602997988465868,0.0792326008916523,-0.115901207048031,-0.1011542782185474,0.0196992129150926,0.2680243325271496,0.0351942099310205,0.1228566636143889,2004_02_IND_TEN_H,-2,0,1,-1.5,47.0,REG,Home,48.0,22.75
579,2004_02_IND_TEN,2004,2,IND,TEN,31,0,0.0196992129150926,0.2680243325271496,0.0351942099310205,0.1228566636143889,-0.0602997988465868,0.0792326008916523,-0.115901207048031,-0.1011542782185474,2004_02_IND_TEN_A,2,0,1,1.5,47.0,REG,Home,48.0,24.25
580,2004_02_MIA_CIN,2004,2,CIN,MIA,16,1,-0.0409395561916678,0.1549011526961277,0.0873583183528494,0.1580106811954448,-0.0714369111225558,-0.1190414343692874,-0.1085608424757039,-0.0563992785855815,2004_02_MIA_CIN_H,-1,0,0,5.5,40.0,REG,Home,29.0,22.75
581,2004_02_MIA_CIN,2004,2,MIA,CIN,13,0,-0.0714369111225558,-0.1190414343692874,-0.1085608424757039,-0.0563992785855815,-0.0409395561916678,0.1549011526961277,0.0873583183528494,0.1580106811954448,2004_02_MIA_CIN_A,1,0,0,-5.5,40.0,REG,Home,29.0,17.25
582,2004_02_MIN_PHI,2004,2,PHI,MIN,27,1,0.0370636867709892,0.1039609471805133,0.079238385426231,-0.0304353833758887,0.0727233992931131,0.2360681799627994,-0.0641344405989315,-0.0048894289430668,2004_02_MIN_PHI_H,0,0,0,3.0,51.0,REG,Home,43.0,27.0
583,2004_02_MIN_PHI,2004,2,MIN,PHI,16,0,0.0727233992931131,0.2360681799627994,-0.0641344405989315,-0.0048894289430668,0.0370636867709892,0.1039609471805133,0.079238385426231,-0.0304353833758887,2004_02_MIN_PHI_A,0,0,0,-3.0,51.0,REG,Home,43.0,24.0
584,2004_02_NE_ARI,2004,2,ARI,NE,12,1,-0.1960008566364421,-0.1609054836363744,-0.0277452515833369,0.1368423123024228,-0.1003635821580125,0.1544052053222611,0.0128354352480046,-0.0741132359982179,2004_02_NE_ARI_H,-3,0,0,-8.0,41.5,REG,Home,35.0,16.75
585,2004_02_NE_ARI,2004,2,NE,ARI,23,0,-0.1003635821580125,0.1544052053222611,0.0128354352480046,-0.0741132359982179,-0.1960008566364421,-0.1609054836363744,-0.0277452515833369,0.1368423123024228,2004_02_NE_ARI_A,3,0,0,8.0,41.5,REG,Home,35.0,24.75
586,2004_02_NYJ_SD,2004,2,LAC,NYJ,28,1,0.051393128588978,-0.0246300395650942,-0.0241379608236093,0.0367715682608979,0.0063820107477125,0.1125445197006338,-0.0619438170762977,0.1188745882023962,2004_02_NYJ_SD_H,0,0,0,-3.0,47.0,REG,Home,62.0,22.0
587,2004_02_NYJ_SD,2004,2,NYJ,LAC,34,0,0.0063820107477125,0.1125445197006338,-0.0619438170762977,0.1188745882023962,0.051393128588978,-0.0246300395650942,-0.0241379608236093,0.0367715682608979,2004_02_NYJ_SD_A,0,0,0,3.0,47.0,REG,Home,62.0,25.0
588,2004_02_PIT_BAL,2004,2,BAL,PIT,30,1,-0.1514506331557842,-0.1404835162065692,-0.1890823861016198,-0.2693941908626655,-0.1411966273606834,-0.0297064888962157,-0.1287117739683535,-0.0424209391919972,2004_02_PIT_BAL_H,0,0,1,4.0,35.5,REG,Home,43.0,19.75
589,2004_02_PIT_BAL,2004,2,PIT,BAL,13,0,-0.1411966273606834,-0.0297064888962157,-0.1287117739683535,-0.0424209391919972,-0.1514506331557842,-0.1404835162065692,-0.1890823861016198,-0.2693941908626655,2004_02_PIT_BAL_A,0,0,1,-4.0,35.5,REG,Home,43.0,15.75
590,2004_02_SEA_TB,2004,2,TB,SEA,6,1,-0.1144064392775268,-0.0730425949304479,-0.1678230733947017,-0.0363695782073556,-0.0360423820222413,0.1205918221713609,-0.1970765848895494,0.0347487832358716,2004_02_SEA_TB_H,0,0,0,-3.0,37.0,REG,Home,16.0,17.0
591,2004_02_SEA_TB,2004,2,SEA,TB,10,0,-0.0360423820222413,0.1205918221713609,-0.1970765848895494,0.0347487832358716,-0.1144064392775268,-0.0730425949304479,-0.1678230733947017,-0.0363695782073556,2004_02_SEA_TB_A,0,0,0,3.0,37.0,REG,Home,16.0,20.0
592,2004_02_SF_NO,2004,2,NO,SF,30,1,-0.2232699492404562,0.023568855149105,-0.0266498467582212,-0.0214663032964794,-0.1111959190542189,0.0872006320310929,-0.0329308886948153,-0.0478649367539337,2004_02_SF_NO_H,0,0,0,7.5,42.0,REG,Home,57.0,24.75
593,2004_02_SF_NO,2004,2,SF,NO,27,0,-0.1111959190542189,0.0872006320310929,-0.0329308886948153,-0.0478649367539337,-0.2232699492404562,0.023568855149105,-0.0266498467582212,-0.0214663032964794,2004_02_SF_NO_A,0,0,0,-7.5,42.0,REG,Home,57.0,17.25
594,2004_02_STL_ATL,2004,2,ATL,LA,34,1,0.0325000806257448,-0.1471607799820871,-0.0606418265231337,0.0544435765807182,-0.0651260464035246,0.0425920617680914,0.0182671347911142,-0.1200023074004027,2004_02_STL_ATL_H,0,0,0,2.0,46.0,REG,Home,51.0,24.0
595,2004_02_STL_ATL,2004,2,LA,ATL,17,0,-0.0651260464035246,0.0425920617680914,0.0182671347911142,-0.1200023074004027,0.0325000806257448,-0.1471607799820871,-0.0606418265231337,0.0544435765807182,2004_02_STL_ATL_A,0,0,0,-2.0,46.0,REG,Home,51.0,22.0
596,2004_02_WAS_NYG,2004,2,NYG,WAS,20,1,-0.119694324402978,-0.1870261050765372,-0.1204684395571572,0.22649144628796,-0.0987434311100407,-0.1212881518424135,-0.0257050605788688,-0.0285408841783463,2004_02_WAS_NYG_H,0,1,1,-3.0,40.0,REG,Home,34.0,18.5
597,2004_02_WAS_NYG,2004,2,WAS,NYG,14,0,-0.0987434311100407,-0.1212881518424135,-0.0257050605788688,-0.0285408841783463,-0.119694324402978,-0.1870261050765372,-0.1204684395571572,0.22649144628796,2004_02_WAS_NYG_A,0,1,1,3.0,40.0,REG,Home,34.0,21.5
598,2004_03_ARI_ATL,2004,3,ATL,ARI,6,1,0.0792911486842748,-0.1010392512134445,-0.0382583103952344,0.0649345824589938,-0.2055847896898981,-0.2081544782291963,-0.0605472956772504,0.1844780200780079,2004_03_ARI_ATL_H,0,0,0,11.0,44.0,REG,Home,9.0,27.5
599,2004_03_ARI_ATL,2004,3,ARI,ATL,3,0,-0.2055847896898981,-0.2081544782291963,-0.0605472956772504,0.1844780200780079,0.0792911486842748,-0.1010392512134445,-0.0382583103952344,0.0649345824589938,2004_03_ARI_ATL_A,0,0,0,-11.0,44.0,REG,Home,9.0,16.5
600,2004_03_BAL_CIN,2004,3,CIN,BAL,9,1,-0.079953318883306,0.0509210455976069,-0.0263036542893161,0.0828449530510382,-0.1312039813171669,-0.1486494981491694,-0.1689095708997688,-0.2719349785923455,2004_03_BAL_CIN_H,0,0,1,-1.5,35.0,REG,Home,32.0,16.75
601,2004_03_BAL_CIN,2004,3,BAL,CIN,23,0,-0.1312039813171669,-0.1486494981491694,-0.1689095708997688,-0.2719349785923455,-0.079953318883306,0.0509210455976069,-0.0263036542893161,0.0828449530510382,2004_03_BAL_CIN_A,0,0,1,1.5,35.0,REG,Home,32.0,18.25
602,2004_03_CHI_MIN,2004,3,MIN,CHI,27,1,0.0025940015235508,0.2656702455516864,-0.0507154312031308,0.0435966678776822,0.0032495411749551,-0.1350440688889141,-0.1346075138589267,0.000333754131542,2004_03_CHI_MIN_H,-1,0,1,12.0,45.0,REG,Home,49.0,28.5
603,2004_03_CHI_MIN,2004,3,CHI,MIN,22,0,0.0032495411749551,-0.1350440688889141,-0.1346075138589267,0.000333754131542,0.0025940015235508,0.2656702455516864,-0.0507154312031308,0.0435966678776822,2004_03_CHI_MIN_A,1,0,1,-12.0,45.0,REG,Home,49.0,16.5
604,2004_03_CLE_NYG,2004,3,NYG,CLE,27,1,-0.1756707150585381,-0.1564469171551593,-0.1764603843004213,0.1352385017965148,-0.1035361647832727,-0.232324323358803,-0.0226141133263833,-0.0571587736058238,2004_03_CLE_NYG_H,0,0,0,3.0,38.0,REG,Home,37.0,20.5
605,2004_03_CLE_NYG,2004,3,CLE,NYG,10,0,-0.1035361647832727,-0.232324323358803,-0.0226141133263833,-0.0571587736058238,-0.1756707150585381,-0.1564469171551593,-0.1764603843004213,0.1352385017965148,2004_03_CLE_NYG_A,0,0,0,-3.0,38.0,REG,Home,37.0,17.5
606,2004_03_DAL_WAS,2004,3,WAS,DAL,18,1,-0.1587949695283346,-0.1475540625975444,-0.09924453858005,-0.0275766720996771,-0.0659279002868819,-0.1020231704842719,-0.1045169245788982,-0.0209636091116213,2004_03_DAL_WAS_H,0,0,1,1.5,35.5,REG,Home,39.0,18.5
607,2004_03_DAL_WAS,2004,3,DAL,WAS,21,0,-0.0659279002868819,-0.1020231704842719,-0.1045169245788982,-0.0209636091116213,-0.1587949695283346,-0.1475540625975444,-0.09924453858005,-0.0275766720996771,2004_03_DAL_WAS_A,0,0,1,-1.5,35.5,REG,Home,39.0,17.0
608,2004_03_GB_IND,2004,3,IND,GB,45,1,0.0908401236742575,0.2571989220496986,0.0424585868249506,0.1011930996402946,-0.0098800036126958,0.129494963888952,-0.0921247923142384,-0.0768567355784073,2004_03_GB_IND_H,0,0,0,6.0,50.0,REG,Home,76.0,28.0
609,2004_03_GB_IND,2004,3,GB,IND,31,0,-0.0098800036126958,0.129494963888952,-0.0921247923142384,-0.0768567355784073,0.0908401236742575,0.2571989220496986,0.0424585868249506,0.1011930996402946,2004_03_GB_IND_A,0,0,0,-6.0,50.0,REG,Home,76.0,22.0
610,2004_03_HOU_KC,2004,3,KC,HOU,21,1,0.1508797504348721,0.0604330123503721,0.0520733009226556,0.1676761462998673,-0.1278018835009609,-0.1130540150917571,-0.0339173119224241,0.1383695439322743,2004_03_HOU_KC_H,0,0,0,7.5,48.0,REG,Home,45.0,27.75
611,2004_03_HOU_KC,2004,3,HOU,KC,24,0,-0.1278018835009609,-0.1130540150917571,-0.0339173119224241,0.1383695439322743,0.1508797504348721,0.0604330123503721,0.0520733009226556,0.1676761462998673,2004_03_HOU_KC_A,0,0,0,-7.5,48.0,REG,Home,45.0,20.25
612,2004_03_JAX_TEN,2004,3,TEN,JAX,12,1,-0.0353290231468943,0.065574169257827,-0.0194138733266125,-0.0436571777081071,-0.0544586567617955,-0.0914852037045927,-0.2344379669353448,0.1009471960653752,2004_03_JAX_TEN_H,0,0,1,6.0,34.5,REG,Home,27.0,20.25
613,2004_03_JAX_TEN,2004,3,JAX,TEN,15,0,-0.0544586567617955,-0.0914852037045927,-0.2344379669353448,0.1009471960653752,-0.0353290231468943,0.065574169257827,-0.0194138733266125,-0.0436571777081071,2004_03_JAX_TEN_A,0,0,1,-6.0,34.5,REG,Home,27.0,14.25
614,2004_03_NO_STL,2004,3,LA,NO,25,1,-0.0420211498598692,0.0552339017141014,0.0674696068703245,-0.0791617051163452,-0.2798900636289274,0.0864588567337077,-0.0005423653721818,-0.0223732167549438,2004_03_NO_STL_H,0,0,0,6.0,49.0,REG,Home,53.0,27.5
615,2004_03_NO_STL,2004,3,NO,LA,28,0,-0.2798900636289274,0.0864588567337077,-0.0005423653721818,-0.0223732167549438,-0.0420211498598692,0.0552339017141014,0.0674696068703245,-0.0791617051163452,2004_03_NO_STL_A,0,0,0,-6.0,49.0,REG,Home,53.0,21.5
616,2004_03_PHI_DET,2004,3,DET,PHI,13,1,-0.1521763829805957,-0.074227380047662,-0.0693754601702723,0.0230077488663254,0.031622447346104,0.1318511643473357,0.0085400143575119,0.0482446160218974,2004_03_PHI_DET_H,1,0,0,-4.5,44.0,REG,Home,43.0,19.75
617,2004_03_PHI_DET,2004,3,PHI,DET,30,0,0.031622447346104,0.1318511643473357,0.0085400143575119,0.0482446160218974,-0.1521763829805957,-0.074227380047662,-0.0693754601702723,0.0230077488663254,2004_03_PHI_DET_A,-1,0,0,4.5,44.0,REG,Home,43.0,24.25
618,2004_03_PIT_MIA,2004,3,MIA,PIT,3,1,-0.1554259788831206,-0.1424364569354647,-0.1349387092244575,-0.1208952171761656,-0.1298701121179357,-0.0770487841427841,-0.1126120321421099,-0.0689523521909943,2004_03_PIT_MIA_H,0,0,0,2.5,31.0,REG,Home,16.0,16.75
619,2004_03_PIT_MIA,2004,3,PIT,MIA,13,0,-0.1298701121179357,-0.0770487841427841,-0.1126120321421099,-0.0689523521909943,-0.1554259788831206,-0.1424364569354647,-0.1349387092244575,-0.1208952171761656,2004_03_PIT_MIA_A,0,0,0,-2.5,31.0,REG,Home,16.0,14.25
620,2004_03_SD_DEN,2004,3,DEN,LAC,23,1,0.0151646010073396,0.0448172836455847,-0.0353151099674756,0.0129161426897725,0.0414318640909302,-0.0134017522157939,-0.0148320747253034,0.1058724356011515,2004_03_SD_DEN_H,0,0,1,9.5,46.0,REG,Home,36.0,27.75
621,2004_03_SD_DEN,2004,3,LAC,DEN,13,0,0.0414318640909302,-0.0134017522157939,-0.0148320747253034,0.1058724356011515,0.0151646010073396,0.0448172836455847,-0.0353151099674756,0.0129161426897725,2004_03_SD_DEN_A,0,0,1,-9.5,46.0,REG,Home,36.0,18.25
622,2004_03_SF_SEA,2004,3,SEA,SF,34,1,-0.0930646807515074,0.0623255640773926,-0.1959735378341075,-0.0479418798944096,-0.0692899305616379,0.0659879219413164,-0.1251182733185603,0.0283733758565946,2004_03_SF_SEA_H,0,0,1,10.0,41.5,REG,Home,34.0,25.75
623,2004_03_SF_SEA,2004,3,SF,SEA,0,0,-0.0692899305616379,0.0659879219413164,-0.1251182733185603,0.0283733758565946,-0.0930646807515074,0.0623255640773926,-0.1959735378341075,-0.0479418798944096,2004_03_SF_SEA_A,0,0,1,-10.0,41.5,REG,Home,34.0,15.75
624,2004_03_TB_OAK,2004,3,LV,TB,30,1,-0.1087628321559966,-0.1544745855930381,-0.0137101436579275,0.0327900925261352,-0.1287457942708839,-0.1360082047238643,-0.2005081265585892,-0.065599530705878,2004_03_TB_OAK_H,0,0,0,3.0,35.5,REG,Home,50.0,19.25
625,2004_03_TB_OAK,2004,3,TB,LV,20,0,-0.1287457942708839,-0.1360082047238643,-0.2005081265585892,-0.065599530705878,-0.1087628321559966,-0.1544745855930381,-0.0137101436579275,0.0327900925261352,2004_03_TB_OAK_A,0,0,0,-3.0,35.5,REG,Home,50.0,16.25
626,2004_04_ATL_CAR,2004,4,CAR,ATL,10,1,-0.146577411055491,0.1348576960521251,-0.0525265299449458,-0.071950562170369,0.0336040956226644,-0.2240326186809726,-0.1317521458610265,0.0247352624813951,2004_04_ATL_CAR_H,7,0,1,3.5,39.0,REG,Home,37.0,21.25
627,2004_04_ATL_CAR,2004,4,ATL,CAR,27,0,0.0336040956226644,-0.2240326186809726,-0.1317521458610265,0.0247352624813951,-0.146577411055491,0.1348576960521251,-0.0525265299449458,-0.071950562170369,2004_04_ATL_CAR_A,-7,0,1,-3.5,39.0,REG,Home,37.0,17.75
628,2004_04_CIN_PIT,2004,4,PIT,CIN,28,1,-0.1427776680272718,-0.0587059258243058,-0.1591306730387315,-0.1483152364918377,-0.0722368779713178,-0.0151129897921853,-0.0004856438620889,0.0429995482744277,2004_04_CIN_PIT_H,0,0,1,4.0,39.5,REG,Home,45.0,21.75
629,2004_04_CIN_PIT,2004,4,CIN,PIT,17,0,-0.0722368779713178,-0.0151129897921853,-0.0004856438620889,0.0429995482744277,-0.1427776680272718,-0.0587059258243058,-0.1591306730387315,-0.1483152364918377,2004_04_CIN_PIT_A,0,0,1,-4.0,39.5,REG,Home,45.0,17.75
630,2004_04_DEN_TB,2004,4,TB,DEN,13,1,-0.1138748542612397,-0.0862212030653185,-0.1325488931322452,-0.0250711176538564,-0.0835117953802313,0.0816056135108398,-0.0741437208300577,0.0061980808234371,2004_04_DEN_TB_H,0,0,0,-3.0,35.0,REG,Home,29.0,16.0
631,2004_04_DEN_TB,2004,4,DEN,TB,16,0,-0.0835117953802313,0.0816056135108398,-0.0741437208300577,0.0061980808234371,-0.1138748542612397,-0.0862212030653185,-0.1325488931322452,-0.0250711176538564,2004_04_DEN_TB_A,0,0,0,3.0,35.0,REG,Home,29.0,19.0
632,2004_04_IND_JAX,2004,4,JAX,IND,17,1,-0.0498597678813356,-0.040271474562825,-0.1834606024780342,0.03938875428824,0.0551855435465364,0.3197211638364833,0.032282952197213,0.137116275530735,2004_04_IND_JAX_H,0,0,1,-4.0,42.0,REG,Home,41.0,19.0
633,2004_04_IND_JAX,2004,4,IND,JAX,24,0,0.0551855435465364,0.3197211638364833,0.032282952197213,0.137116275530735,-0.0498597678813356,-0.040271474562825,-0.1834606024780342,0.03938875428824,2004_04_IND_JAX_A,0,0,1,4.0,42.0,REG,Home,41.0,23.0
